"ID","Mscode","Year","Est. Code","Estimate","SE","Lower CIB","Upper CIB","Flag"
"498b9e02-b9b3-411c-b879-5fb886e458a0","MEASC","2021","_Proportion","11.0","1.0","10.0","11.9",""
"aa8671fe-5ff6-4140-9091-3f8dfcc01465","MEASC","2021","_ChangeInProportion","-0.6","1.4","-1.9","0.8",""
"795a9c07-c8e2-4e70-bd68-cee8383d7fbe","MEASC","2021","_Number","125.7","11.1","114.6","136.8",""
"d84e1a70-f454-4206-8fb9-e02a3a2c649e","MEASC","2021","_ChangeInNumber","-6.0","15.7","-21.7","9.7",""
"7f354bb5-5b44-41a1-ba13-e9d243ffb58c","MEASC","2021","_Population","1146.9","0.0","0.0","0.0",""
"db687c26-97ec-4026-9dd4-bf520521b63e","MEASC","2022","_Proportion","10.3","1.6","8.8","11.9",""
"bc9c9044-6225-4be0-a721-4200c4520770","MEASC","2022","_ChangeInProportion","-0.6","1.8","-2.5","1.2",""
"e6daa4a2-daac-4636-a232-4010acdd38c5","MEASC","2022","_Number","118.9","18.2","100.7","137.0",""
"0d988afc-abb2-4e50-b042-da4886d64131","MEASC","2022","_ChangeInNumber","-6.8","21.1","-27.9","14.3",""
"6d4b4343-424d-4d4e-952a-010c3526afab","MEASC","2022","_Population","1149.6","0.0","0.0","0.0",""
"1b71154d-be38-4be8-b83e-e818a538b12d","MEASE","2007","_Proportion","23.9","1.5","22.4","25.5",""
"69b9c91a-14b9-4c34-8e94-0a3e663d9964","MEASE","2007","_ChangeInProportion","0.0","0.0","0.0","0.0","A"
"9060522c-309e-4900-ad3b-0efdf0bbe429","MEASE","2007","_Number","256.8","16.5","240.3","273.3",""
"989ebecd-c776-4215-9442-d5d962d8abb2","MEASE","2007","_ChangeInNumber","0.0","0.0","0.0","0.0","A"
"466b56ba-187d-4e03-bd53-7bd81293df39","MEASE","2007","_Population","1073.4","0.0","0.0","0.0",""
"858852fe-1e97-4052-89a4-3b001311b3fe","MEASE","2008","_Proportion","23.4","1.3","22.0","24.7",""
"890bdd0c-cef1-4427-a2cf-c84e4f80d25d","MEASE","2008","_ChangeInProportion","-0.5","2.0","-2.5","1.5",""
"63809c9b-6f8a-4463-ad84-1dfaf5ae6a9f","MEASE","2008","_Number","251.8","14.5","237.3","266.3",""
"53640996-1a00-47e7-91b3-9d7e7cb6f5ce","MEASE","2008","_ChangeInNumber","-5.0","21.4","-26.4","16.4",""
"8cc10ca3-cd55-4f28-ba1b-7a4bd82407fc","MEASE","2008","_Population","1076.5","0.0","0.0","0.0",""
"21f31754-feac-4cf6-bf9a-c27dd8d654c5","MEASE","2009","_Proportion","22.2","1.3","20.9","23.5",""
"17cf4859-45ef-4cb5-ace9-d0777bf9fc0a","MEASE","2009","_ChangeInProportion","-1.2","1.8","-3.0","0.6",""
"25eb69db-78a4-47e1-aee5-6884f9f4b12a","MEASE","2009","_Number","239.5","14.2","225.4","253.7",""
"09374246-40e2-46dd-bd91-4962fc4f38de","MEASE","2009","_ChangeInNumber","-12.3","19.4","-31.7","7.1",""
"d5c5ac09-2292-44a8-bd99-26d847b59967","MEASE","2009","_Population","1078.1","0.0","0.0","0.0",""
"8429354e-0c42-4e23-be78-b10667e34dfb","MEASE","2010","_Proportion","22.4","1.5","20.9","23.9",""
"96a7565c-40b9-4835-b7fd-9671ad4375ef","MEASE","2010","_ChangeInProportion","0.2","1.9","-1.7","2.1",""
"dda177d3-80ff-4238-8d13-a9199352801d","MEASE","2010","_Number","242.4","16.3","226.2","258.7",""
"db2bb4b2-f89c-44b5-a0e9-df9f58c6c686","MEASE","2010","_ChangeInNumber","2.9","20.5","-17.6","23.4",""
"39ea8c19-6689-42b5-a7b8-b10c54434e64","MEASE","2010","_Population","1082.6","0.0","0.0","0.0",""
"4aa3d0c4-da85-4928-b800-a4cb28d10f9e","MEASE","2011","_Proportion","23.3","1.5","21.8","24.8",""
"8d3659f0-43d6-4600-8404-3aca4bfc0f17","MEASE","2011","_ChangeInProportion","0.9","2.0","-1.0","2.9",""
"01768790-7423-4553-b825-26359566fc77","MEASE","2011","_Number","253.4","16.2","237.2","269.7",""
"e2e4f850-423b-40e4-bd74-1fad408c7b3e","MEASE","2011","_ChangeInNumber","11.0","21.3","-10.3","32.3",""
"55159cef-f902-4b64-975a-5325ca5e665d","MEASE","2011","_Population","1086.9","0.0","0.0","0.0",""
"1646b464-a85e-4f76-af8b-18a7b672755d","MEASE","2012","_Proportion","23.3","1.3","22.0","24.6",""
"79ad6312-f80a-4e3f-a784-de92522c10fc","MEASE","2012","_ChangeInProportion","0.0","2.2","-2.2","2.1",""
"e6da7632-50fd-4e53-b93a-36da27f85043","MEASE","2012","_Number","252.8","13.9","238.9","266.7",""
"11b2d481-fca6-4141-9f61-f0bae77f46f0","MEASE","2012","_ChangeInNumber","-0.6","23.5","-24.1","22.9",""
"9b7d633c-2b8c-485f-bead-f3a26e4ccada","MEASE","2012","_Population","1085.9","0.0","0.0","0.0",""
"01a7fd15-8211-440e-af52-51175a00f560","MEASE","2013","_Proportion","23.6","1.4","22.2","24.9",""
"a4205399-c486-496e-bdaf-4bf4e0833299","MEASE","2013","_ChangeInProportion","0.3","1.7","-1.5","2.0",""
"f77ec9b6-34d5-482d-be22-d0001d865b8c","MEASE","2013","_Number","255.5","14.8","240.6","270.3",""
"e18cb6c5-72cf-43ca-a8ef-f29c0013652a","MEASE","2013","_ChangeInNumber","2.7","18.9","-16.2","21.6",""
"cf65c064-1cf0-4779-9b0b-70f259d286ba","MEASE","2013","_Population","1084.7","0.0","0.0","0.0",""
"db3acb5f-e895-4c9f-ac31-ebef7545968d","MEASE","2014","_Proportion","23.4","1.3","22.1","24.7",""
"f2a8681c-3d56-4eed-b6ca-4542c5a250cf","MEASE","2014","_ChangeInProportion","-0.1","1.9","-2.0","1.8",""
"5035d75c-0c34-4ff7-96f0-1d93fa49a0c8","MEASE","2014","_Number","253.9","14.3","239.6","268.1",""
"a357f58b-4f44-4fa6-96e7-5432cf04c219","MEASE","2014","_ChangeInNumber","-1.6","20.4","-22.0","18.8",""
"acef5d8c-727b-4128-b747-e9e16b744e9e","MEASE","2014","_Population","1083.9","0.0","0.0","0.0",""
"0c77c167-ffd1-4310-ae5f-c5bae598ee25","MEASE","2015","_Proportion","24.6","1.3","23.4","25.9",""
"2068195d-c5eb-4da7-bf54-5010c34a7d08","MEASE","2015","_ChangeInProportion","1.2","1.8","-0.6","3.0",""
"969fc262-b602-4e70-b3ff-98a248f74413","MEASE","2015","_Number","267.9","13.9","254.0","281.8",""
"8eab33c7-6e04-4176-9dd8-57eb03b878a1","MEASE","2015","_ChangeInNumber","14.0","19.6","-5.6","33.6",""
"dc8e482b-8569-4d2b-997d-4794e6cbe438","MEASE","2015","_Population","1087.2","0.0","0.0","0.0",""
"45022fc4-b317-4416-9315-8053531d31d4","MEASE","2016","_Proportion","23.3","1.2","22.0","24.5",""
"c09d7337-352e-48cc-96b2-b0311232e344","MEASE","2016","_ChangeInProportion","-1.4","1.7","-3.1","0.3",""
"d56fd151-469c-4b55-830a-86babfccb75b","MEASE","2016","_Number","254.4","13.5","240.9","267.8",""
"5a46f90f-70a7-4a5d-9a46-068d560ecdbc","MEASE","2016","_ChangeInNumber","-13.5","18.7","-32.2","5.2",""
"f1f99d8b-a325-4ddf-a08f-01227ba5e6ad","MEASE","2016","_Population","1093.2","0.0","0.0","0.0",""
"da34a66d-f0bc-4776-a176-211e46cb47f7","MEASE","2017","_Proportion","22.1","1.3","20.7","23.4",""
"4dd4affe-c32c-4e0a-a98a-b06d9ab3f8a2","MEASE","2017","_ChangeInProportion","-1.2","1.9","-3.1","0.6",""
"467b2669-c9f5-4c30-a680-26cb7661106e","MEASE","2017","_Number","243.3","14.4","228.9","257.7",""
"8a30689a-8f18-43c5-8c10-45c37ec8d837","MEASE","2017","_ChangeInNumber","-11.1","20.3","-31.4","9.2",""
"e516899c-b9ca-4711-9e67-3e8a224f2fdd","MEASE","2017","_Population","1103.2","0.0","0.0","0.0",""
"ebbd9a8d-ea00-4d86-9bb2-d77912600df8","MEASE","2018","_Proportion","25.3","1.2","24.0","26.5",""
"58c10006-1a8f-4cf1-8b6a-5950207654df","MEASE","2018","_ChangeInProportion","3.2","1.8","1.4","5.0",""
"8f43b5fb-f1db-4681-b26d-235b15a2bdbf","MEASE","2018","_Number","281.2","13.6","267.6","294.9",""
"dca4d66e-23b5-4115-946f-2ed468594937","MEASE","2018","_ChangeInNumber","37.9","20.3","17.6","58.2",""
"471f8eda-0720-4919-a020-2171f54b59b0","MEASE","2018","_Population","1113.3","0.0","0.0","0.0",""
"50f88096-576a-4257-80d8-5538dde70cef","MEASE","2019","_Proportion","22.1","1.1","21.0","23.2",""
"104ebc9b-b8ba-4c7c-ae68-20c678adc441","MEASE","2019","_ChangeInProportion","-3.2","1.8","-4.9","-1.4",""
"d0a03b59-b357-47be-979c-87f91671a57f","MEASE","2019","_Number","250.3","12.6","237.7","262.8",""
"917e5f6a-37c8-47bb-9e43-72b056e12bf7","MEASE","2019","_ChangeInNumber","-30.9","19.7","-50.6","-11.2",""
"9bf8ea2a-873d-453a-a6bc-f087df5e45e2","MEASE","2019","_Population","1132.8","0.0","0.0","0.0",""
"9ac4ebc0-606d-4780-ab1e-fe82cd0b5f79","MEASE","2020","_Proportion","21.8","1.5","20.3","23.2",""
"71112a58-c4bb-4659-972b-5b76379ca7b0","MEASE","2020","_ChangeInProportion","-0.3","1.9","-2.3","1.6",""
"e182d3c0-4f90-4c7b-adcc-633539431bf1","MEASE","2020","_Number","248.9","16.9","232.0","265.7",""
"45ac4d92-7f17-4718-a9d1-d13842c4f709","MEASE","2020","_ChangeInNumber","-1.4","21.8","-23.2","20.4",""
"55d066cc-366e-438a-8cfc-a8811450c78e","MEASE","2020","_Population","1144.1","0.0","0.0","0.0",""
"1ead12f3-597d-49b1-88f4-b2bbd5a5e3b2","MEASE","2021","_Proportion","20.7","1.3","19.3","22.0",""
"6c9d1a35-9ca3-4748-ae3d-fb2cb21af0bc","MEASE","2021","_ChangeInProportion","-1.1","1.8","-2.9","0.7",""
"374a4db4-34bc-4566-accf-934963048ede","MEASE","2021","_Number","237.3","15.4","221.9","252.8",""
"da63b0c0-b2be-43ca-b92d-0a3a91b9e010","MEASE","2021","_ChangeInNumber","-11.6","20.6","-32.1","9.0",""
"70d3a650-65a5-4a35-8318-aeb2f1bea10d","MEASE","2021","_Population","1149.2","0.0","0.0","0.0",""
"73458313-d3ba-4376-a9bf-be92e9960bc7","MEASE","2022","_Proportion","20.7","2.1","18.6","22.8",""
"29cb4786-88f8-44dc-8da6-b05fbe975cd4","MEASE","2022","_ChangeInProportion","0.1","2.3","-2.2","2.4",""
"277d0230-51e5-4f9f-bd67-34360cec9ae6","MEASE","2022","_Number","238.7","24.1","214.6","262.9",""
"19cf28ae-3b62-41d2-acb0-adfd30038a9f","MEASE","2022","_ChangeInNumber","1.4","26.8","-25.4","28.2",""
"9ad091fd-1d95-4e03-81d7-1921aa0cf499","MEASE","2022","_Population","1150.7","0.0","0.0","0.0",""
"9e559c32-08dd-435c-ad58-f4b7f6cbf6e9","MEASF","2007","_Proportion","29.3","2.9","26.4","32.2",""
"4312bfda-6b89-4726-8b97-896380d87705","MEASF","2007","_ChangeInProportion","0.0","0.0","0.0","0.0","A"
"a567d816-fa0f-4a5c-bee3-d13478c625fd","MEASF","2007","_Number","314.2","31.2","283.0","345.4",""
"5c95f64a-6e40-4044-badd-97d89641c46a","MEASF","2007","_ChangeInNumber","0.0","0.0","0.0","0.0","A"
"04d1a06e-1a3f-4f3b-8e3e-532a9783d5cd","MEASF","2007","_Population","1073.4","0.0","0.0","0.0",""
"6048d4cc-2a97-4e85-aa2d-72e40748831b","MEASF","2008","_Proportion","33.0","3.4","29.6","36.4",""
"0eda16c0-31b6-4e70-ab14-f2e34e321330","MEASF","2008","_ChangeInProportion","3.7","4.7","-0.9","8.4",""
"a15156af-c42e-4fbe-a9d7-29481ba35127","MEASF","2008","_Number","355.2","36.4","318.8","391.7",""
"daf647d3-9c7f-40c0-9900-ba0cca0305c3","MEASF","2008","_ChangeInNumber","41.0","49.6","-8.6","90.6",""
"0f50c857-e261-4d1e-bedf-afdf5680568e","MEASF","2008","_Population","1076.5","0.0","0.0","0.0",""
"a736180b-65c6-4125-9f74-1a41a5958e56","MEASF","2009","_Proportion","31.4","3.1","28.4","34.5",""
"f0c98b2e-4ae6-4d48-8386-35f501d6a940","MEASF","2009","_ChangeInProportion","-1.6","4.6","-6.2","3.0",""
"65be8a49-d7a4-4e51-b078-5fda1846ab53","MEASF","2009","_Number","338.7","33.2","305.5","371.8",""
"ec75a008-2396-441e-99f3-97e5acee9578","MEASF","2009","_ChangeInNumber","-16.5","50.0","-66.5","33.5",""
"1128a729-0f02-4060-aa89-48d22bec3d92","MEASF","2009","_Population","1078.1","0.0","0.0","0.0",""
"69a04509-80d9-4326-9e50-7c8f94b21063","MEASF","2010","_Proportion","29.7","2.6","27.1","32.4",""
"6b0233e5-8c6b-4182-a78e-8578142f531f","MEASF","2010","_ChangeInProportion","-1.7","4.0","-5.7","2.3",""
"0b7f70ee-20e9-4b23-a36d-7e5a40c80bd1","MEASF","2010","_Number","321.9","28.5","293.4","350.5",""
"014cb157-acce-49a8-b478-7d3fbba35509","MEASF","2010","_ChangeInNumber","-16.8","43.0","-59.8","26.2",""
"dfba0467-d534-4273-ae2a-4a19ef65c41c","MEASF","2010","_Population","1082.6","0.0","0.0","0.0",""
"ccaeda16-eecb-4417-8e51-d9f9e684d43f","MEASF","2011","_Proportion","30.2","3.1","27.1","33.3",""
"61879ca1-79fa-4630-a0c3-234c716b5a42","MEASF","2011","_ChangeInProportion","0.5","4.1","-3.6","4.5",""
"d67d1556-39c5-4c3f-b3b3-f8f9e75d185a","MEASF","2011","_Number","328.1","32.8","295.3","360.9",""
"f823688a-e375-498d-99ed-c8069aae036d","MEASF","2011","_ChangeInNumber","6.2","43.6","-37.4","49.8",""
"aa1c6096-9ed6-4d36-bd8a-36159aeade51","MEASF","2011","_Population","1086.9","0.0","0.0","0.0",""
"75ecba7d-3e75-4047-8dad-c3b8e2d690d7","MEASF","2012","_Proportion","28.9","2.7","26.2","31.7",""
"5362eea8-6ddc-4b15-8ffa-7e2390ede80a","MEASF","2012","_ChangeInProportion","-1.2","4.2","-5.4","2.9",""
"6448f328-796c-424e-8590-c51b6de096f0","MEASF","2012","_Number","314.3","30.1","284.2","344.4",""
"db306a45-0704-4508-91f4-4d545d153472","MEASF","2012","_ChangeInNumber","-13.8","44.8","-58.6","31.0",""
"e7535afb-545e-4182-97f3-f667455babdd","MEASF","2012","_Population","1085.9","0.0","0.0","0.0",""
"54849b45-781d-4e2a-9efd-a8181f3f8515","MEASF","2013","_Proportion","29.3","3.0","26.4","32.3",""
"d2dc3dac-9a6c-4f61-b995-f839760ae21b","MEASF","2013","_ChangeInProportion","0.4","4.2","-3.8","4.6",""
"de2b898d-db13-4ec9-ad81-488ed40e2005","MEASF","2013","_Number","318.3","32.1","286.1","350.4",""
"47dcfc0a-8df6-4124-9ad5-9dfe0a701f92","MEASF","2013","_ChangeInNumber","4.0","45.5","-41.5","49.5",""
"23b57333-4a19-4bc1-8837-3cc3f8199618","MEASF","2013","_Population","1084.7","0.0","0.0","0.0",""
"6595896a-7cd9-4992-8ba5-af1cc820b648","MEASF","2014","_Proportion","29.3","2.9","26.4","32.2",""
"82d36f45-37ba-4426-aead-8113e65fcdcc","MEASF","2014","_ChangeInProportion","0.0","4.2","-4.3","4.2",""
"351cee10-e195-42e2-a974-75f3c200f10f","MEASF","2014","_Number","317.8","31.8","285.9","349.6",""
"c87e991a-004f-4025-8596-10dcf3aa83c5","MEASF","2014","_ChangeInNumber","-0.5","46.1","-46.6","45.6",""
"159dc7cf-72fa-4c68-bf38-72a3fba4cc05","MEASF","2014","_Population","1083.9","0.0","0.0","0.0",""
"72ecdeff-a1af-460a-8d2f-76e92d022094","MEASF","2015","_Proportion","30.5","3.3","27.2","33.7",""
"3554d2d1-cb11-4420-83a7-90380d9ea22d","MEASF","2015","_ChangeInProportion","1.1","4.3","-3.1","5.4",""
"935aa27e-8c57-404f-b343-4a0c28f27ba4","MEASF","2015","_Number","331.2","34.3","296.9","365.4",""
"e682c7bd-0736-4dcd-9f24-a34e7ae8c5cd","MEASF","2015","_ChangeInNumber","13.4","46.0","-32.6","59.4",""
"d78a2e0c-cd9b-4db2-91a8-f33793433eec","MEASF","2015","_Population","1087.1","0.0","0.0","0.0",""
"de0fe1e4-c032-4efb-b594-0fb38df7d547","MEASF","2016","_Proportion","29.8","2.4","27.4","32.2",""
"8ba20f9f-3d40-487f-8800-1152db3966a0","MEASF","2016","_ChangeInProportion","-0.7","3.8","-4.5","3.1",""
"99418d39-c225-4bb2-9ab7-b4c25c2c537a","MEASF","2016","_Number","325.7","26.7","299.0","352.4",""
"d161f4e3-303b-4dff-917d-2e2a35bb4adc","MEASF","2016","_ChangeInNumber","-5.5","40.5","-46.0","35.0",""
"3caccc83-f535-49d4-9278-b7fdb3dc3261","MEASF","2016","_Population","1093.2","0.0","0.0","0.0",""
"cafc68a3-5c13-48e1-9d3c-97fe819a23ea","MEASF","2017","_Proportion","28.4","2.6","25.8","31.0",""
"c8d89b97-a7ef-4292-bd17-3065aa13dca1","MEASF","2017","_ChangeInProportion","-1.4","3.7","-5.0","2.3",""
"3f7c4e0e-cdc1-4007-955d-b0f21b7a5b6e","MEASF","2017","_Number","313.6","28.3","285.3","342.0",""
"4b5226bc-bb14-4430-9ac1-5497aa61c291","MEASF","2017","_ChangeInNumber","-12.1","39.8","-51.9","27.7",""
"4902bfaa-f59b-4cfd-8705-0955d334241b","MEASF","2017","_Population","1103.2","0.0","0.0","0.0",""
"b17a17d2-a61e-416f-87aa-ad01ae52c9d5","MEASF","2018","_Proportion","30.6","2.4","28.3","33.0",""
"bf330695-92f8-4867-b31e-8cf647b74cb7","MEASF","2018","_ChangeInProportion","2.2","3.2","-1.0","5.4",""
"485420c7-d03f-4b93-a948-1fb1167768f9","MEASF","2018","_Number","341.1","26.5","314.6","367.7",""
"9ece8399-5447-495d-8aca-4ce9fb665c1b","MEASF","2018","_ChangeInNumber","27.5","35.3","-7.8","62.8",""
"68ba8c8c-ced2-4027-a216-f5c48ae67062","MEASF","2018","_Population","1113.3","0.0","0.0","0.0",""
"7355a4e4-bd63-4436-87be-4aa2e9db49f2","MEASF","2019","_Proportion","27.7","1.2","26.5","28.8",""
"bab3e0eb-4e7c-47be-b02a-07adfd0a512d","MEASF","2019","_ChangeInProportion","-3.0","3.1","-6.05","0.1",""
"b86ab73a-d19c-4240-9660-eb4ca0fe2061","MEASF","2019","_Number","313.2","13.5","299.7","326.8",""
"d741f379-9d29-462e-9871-c8f855fe5cbd","MEASF","2019","_ChangeInNumber","-27.9","34.7","-62.6","6.8",""
"69859b97-fd0a-48bb-b0c7-40875fd6e153","MEASF","2019","_Population","1132.8","0.0","0.0","0.0",""
"d227a443-bd30-4c89-ac53-431c0fbf10e0","MEASF","2020","_Proportion","27.8","1.6","26.2","29.4",""
"27a02e50-7f38-4b5d-abe1-dda1a4cd1f9f","MEASF","2020","_ChangeInProportion","0.2","2.1","-2.0","2.3",""
"10dc994a-ec14-4a87-9bac-d20ce2d7e99c","MEASF","2020","_Number","318.1","18.4","299.7","336.6",""
"dec40900-da22-46d9-9613-fd4b458d6025","MEASF","2020","_ChangeInNumber","4.9","24.0","-19.1","28.9",""
"d0a1dfe7-22dd-4d21-87f3-a22ca5c363b7","MEASF","2020","_Population","1144.1","0.0","0.0","0.0",""
"e719ef6a-b97a-43b9-9699-4228b8aa39a1","MEASF","2021","_Proportion","27.5","1.5","26.0","28.9",""
"3c5aa68f-e948-433f-8a42-9e7cfbf59ac6","MEASF","2021","_ChangeInProportion","-0.3","2.1","-2.5","1.8",""
"5ea14e48-4ace-4d71-88f0-26749d9a22e8","MEASF","2021","_Number","315.6","16.8","298.7","332.4",""
"66292a9b-10d7-4d38-8e7e-6218a6e1a901","MEASF","2021","_ChangeInNumber","-2.5","24.4","-27.0","21.9",""
"00d08e72-9186-485f-a678-2fce3b058b1c","MEASF","2021","_Population","1149.2","0.0","0.0","0.0",""
"05a1fd34-af89-4b02-870e-079f605b67c4","MEASF","2022","_Proportion","28.5","2.4","26.1","30.9",""
"ced1f6d1-d9d5-41ca-9223-d17a106e2b6d","MEASF","2022","_ChangeInProportion","1.0","2.9","-1.8","3.9",""
"ba613bba-b514-4e3f-9d60-269387359a2f","MEASF","2022","_Number","327.9","27.8","300.1","355.7",""
"0479a989-b993-4d20-885e-13e49565b5e1","MEASF","2022","_ChangeInNumber","12.3","32.8","-20.5","45.1",""
"314ab310-2565-44d3-a777-0f23f8efe3ba","MEASF","2022","_Population","1150.7","0.0","0.0","0.0",""
"25b320bd-4f32-4c98-bc6a-d942cfad74ee","MEASG","2007","_Proportion","22.4","2.9","19.5","25.3",""
"47eb8a92-d903-4143-ab68-e92b81be5e70","MEASG","2007","_ChangeInProportion","0.0","0.0","0.0","0.0","A"
"d9e743d1-fb42-4483-8006-436e4606b748","MEASG","2007","_Number","240.5","31.2","209.3","271.6",""
"a1657bf4-b74b-4a28-86f9-4e36f71e86f8","MEASG","2007","_ChangeInNumber","0.0","0.0","0.0","0.0","A"
"f32c11bf-6527-4459-9fa7-5edb280b937a","MEASG","2007","_Population","1073.4","0.0","0.0","0.0",""
"f1ceac1b-74bd-48f0-8e1b-ff7d2c86d68e","MEASG","2008","_Proportion","23.9","2.8","21.2","26.7",""
"6e9ae3fe-65f2-421c-9cac-4c933726d66c","MEASG","2008","_ChangeInProportion","1.5","4.2","-2.7","5.8",""
"dbfbb195-b409-425b-a161-fa8cb9a3f65b","MEASG","2008","_Number","257.8","29.9","227.9","287.7",""
"a817da8b-1f72-4868-b409-19243c78bd4e","MEASG","2008","_ChangeInNumber","17.3","45.5","-28.2","62.8",""
"1e50e6e5-12ce-4d1d-a624-aa97220394f2","MEASG","2008","_Population","1076.5","0.0","0.0","0.0",""
"7aa1d907-c3ff-4f26-aebc-6103fce9dab4","MEASG","2009","_Proportion","23.8","2.8","21.0","26.6",""
"8c207254-16a4-4a0c-82f4-083a6b2ab469","MEASG","2009","_ChangeInProportion","-0.2","4.0","-4.1","3.8",""
"9e1def31-756c-488d-976e-4a1a65650a97","MEASG","2009","_Number","256.3","30.0","226.3","286.3",""
"1baffade-1b77-4cd0-966c-1fe3eec873ca","MEASG","2009","_ChangeInNumber","-1.5","43.0","-44.5","41.5",""
"7c10bca9-3d2a-433e-8516-f9cc93cb4bff","MEASG","2009","_Population","1078.1","0.0","0.0","0.0",""
"40b45474-dfe9-440c-8831-619e90485a7d","MEASG","2010","_Proportion","21.9","2.7","19.2","24.6",""
"2fa5957c-914b-40be-b573-dbddf521bc26","MEASG","2010","_ChangeInProportion","-1.8","4.1","-5.9","2.3",""
"c0b12584-3384-43d2-9ff5-cd75cc414c21","MEASG","2010","_Number","237.4","29.0","208.4","266.4",""
"5876baa6-b9fc-4fac-bc1d-1869aa35d0b5","MEASG","2010","_ChangeInNumber","-18.9","44.3","-63.2","25.4",""
"8d2e0afa-3528-4861-870b-0cc5ede760ca","MEASG","2010","_Population","1082.6","0.0","0.0","0.0",""
"3128654f-1350-471c-a41f-ec6843cae35a","MEASG","2011","_Proportion","21.9","2.6","19.3","24.5",""
"9b89d844-f03e-4516-9a2f-f8a2d0dbfe51","MEASG","2011","_ChangeInProportion","0.0","3.8","-3.9","3.8",""
"43114e49-0ac2-4e6a-9259-93b60f3cbb6a","MEASG","2011","_Number","238.0","27.3","210.6","265.3",""
"e7b5c533-a4ee-45fb-a9be-0f6212fd3350","MEASG","2011","_ChangeInNumber","0.6","40.9","-40.3","41.5",""
"515bdf4c-56fa-47c7-9f35-73ce4463419a","MEASG","2011","_Population","1086.9","0.0","0.0","0.0",""
"a91c5e75-7a5e-4d55-8ada-50ea1e430632","MEASG","2012","_Proportion","22.2","2.8","19.4","25.0",""
"8e4b9851-843f-40a3-b763-3014bc363119","MEASG","2012","_ChangeInProportion","0.3","3.9","-3.6","4.2",""
"b98b158a-78b9-4be4-9666-581f1e4a99e9","MEASG","2012","_Number","240.7","30.8","209.9","271.5",""
"1ddc67d7-c671-4180-96e6-258d3f468e5e","MEASG","2012","_ChangeInNumber","2.7","42.5","-39.8","45.2",""
"373a5e5a-7d77-4f98-83b8-64f3f78a0c77","MEASG","2012","_Population","1085.9","0.0","0.0","0.0",""
"cf38a36c-bcd0-4565-8a05-84ede4be7f18","MEASG","2013","_Proportion","21.9","2.5","19.4","24.4",""
"2f448e05-2002-41ab-896f-3fe0e37ccf84","MEASG","2013","_ChangeInProportion","-0.3","3.5","-3.8","3.3",""
"14c8cc69-ffe0-4818-8cb6-8c5d6c5f40c2","MEASG","2013","_Number","237.6","27.3","210.3","264.9",""
"27a81a26-a4d7-4487-aafb-cecc77332917","MEASG","2013","_ChangeInNumber","-3.1","38.5","-41.6","35.4",""
"cd3b20a4-d927-4f16-a120-7cbd78fdc35f","MEASG","2013","_Population","1084.7","0.0","0.0","0.0",""
"6dde38b1-0f3f-4f5d-a8d7-d70652640227","MEASG","2014","_Proportion","23.0","2.8","20.2","25.7",""
"8a983f30-efae-48e2-8fb1-4986fcfe01e6","MEASG","2014","_ChangeInProportion","1.0","4.1","-3.0","5.1",""
"56341241-0079-45ec-8a5b-0d217826f7c4","MEASG","2014","_Number","248.8","30.0","218.8","278.9",""
"9dddd20e-34d5-4528-8afc-344140bc7651","MEASG","2014","_ChangeInNumber","11.2","44.3","-33.1","55.5",""
"c0f6e65b-bdf1-441e-9655-6b1f2054797d","MEASG","2014","_Population","1083.9","0.0","0.0","0.0",""
"973bcf2d-a497-47f6-95a9-ad183b15a11d","MEASG","2015","_Proportion","23.8","2.2","21.5","26.0",""
"e26d759f-b306-441d-bfd2-c2664c1b0a95","MEASG","2015","_ChangeInProportion","0.8","3.4","-2.5","4.2",""
"f42db050-5542-423d-a6cf-dcb785f0239b","MEASG","2015","_Number","258.5","23.8","234.8","282.3",""
"0462a895-3391-4ecb-8ed6-033f06875b02","MEASG","2015","_ChangeInNumber","9.7","36.6","-26.9","46.3",""
"8d932b3c-fb8b-471c-bf47-73503d1785f9","MEASG","2015","_Population","1087.1","0.0","0.0","0.0",""
"d560ca50-945c-4cde-8ce9-413791150f64","MEASG","2016","_Proportion","22.3","2.1","20.2","24.4",""
"85a89710-99d1-418d-9be3-f19a71682ac3","MEASG","2016","_ChangeInProportion","-1.4","3.2","-4.6","1.7",""
"0fc5c818-ad9d-4aef-adfb-542df334dd44","MEASG","2016","_Number","244.2","23.3","220.9","267.4",""
"c20e370c-7882-434b-adb2-de19f77bd259","MEASG","2016","_ChangeInNumber","-14.3","34.1","-48.4","19.8",""
"7dab086d-350f-4bd6-9bff-1e613b310474","MEASG","2016","_Population","1093.2","0.0","0.0","0.0",""
"92e2d452-3ffd-4f50-a8ae-6c94e579ea0e","MEASG","2017","_Proportion","21.4","2.1","19.2","23.5",""
"d767051e-99c7-4d45-95ff-dc43c04faac4","MEASG","2017","_ChangeInProportion","-1.0","3.0","-4.0","2.0",""
"d135e1a0-8fa1-4282-8078-cf1bcb29d7d5","MEASG","2017","_Number","235.6","23.6","212.0","259.3",""
"908148d5-ada3-4217-ab50-8d351141c33b","MEASG","2017","_ChangeInNumber","-8.6","33.0","-41.6","24.4",""
"a949853a-82a0-4bcc-831e-33cd910ff05d","MEASG","2017","_Population","1103.2","0.0","0.0","0.0",""
"9ee5ffe5-68b7-4df6-8f67-070e8e5a08f8","MEASG","2018","_Proportion","22.8","1.9","20.9","24.7",""
